ResponseId,Age,Country,EdLevel,Employment,RemoteWork,DevType,YearsCodePro,OrgSize,ConvertedCompYearly,Currency,LanguageHaveWorkedWith,DatabaseHaveWorkedWith,AISelect,AISent,AIBen
30489,55-64 years old,Canada,Some college/university study without earning a degree,"Employed, full-time",Remote,"Developer, desktop or enterprise applications",40,20 to 99 employees,53533.0,CAD	Canadian dollar,C#;Crystal;SQL,Microsoft Access;Microsoft SQL Server,"No, and I don't plan to",,
54257,25-34 years old,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time","Hybrid (some remote, some in-person)","Developer, full-stack",10,"10,000 or more employees",190000.0,USD	United States dollar,Java;JavaScript;Python;TypeScript,Dynamodb;Microsoft SQL Server;PostgreSQL,Yes,Favorable,Neither trust nor distrust
48731,25-34 years old,Armenia,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Employed, full-time",In-person,"Developer, back-end",11,100 to 499 employees,,AMD	Armenian dram,HTML/CSS;JavaScript;TypeScript,,Yes,Unsure,Highly distrust
25632,25-34 years old,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time;Independent contractor, freelancer, or self-employed",Remote,"Developer, full-stack",8,2 to 9 employees,104481.0,BRL	Brazilian real,JavaScript;TypeScript,BigQuery;Cloud Firestore;PostgreSQL;Redis,Yes,Very favorable,Neither trust nor distrust
25255,35-44 years old,France,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Student, full-time",,,,,,,HTML/CSS;JavaScript;PHP;PowerShell;SQL;TypeScript,MariaDB;MongoDB;MySQL;PostgreSQL,Yes,Very favorable,Somewhat trust
36806,35-44 years old,Poland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",Remote,"Developer, desktop or enterprise applications",14,"Just me - I am a freelancer, sole proprietor, etc.",107668.0,PLN	Polish zloty,C;C#;C++;Delphi;HTML/CSS;MATLAB;PHP;PowerShell;Prolog;SQL;VBA;Visual Basic (.Net),Elasticsearch;Firebird;Microsoft Access;Microsoft SQL Server;MySQL;Oracle;PostgreSQL;SQLite,Yes,Indifferent,Highly distrust
63499,45-54 years old,Austria,Some college/university study without earning a degree,"Employed, full-time",In-person,"Developer, desktop or enterprise applications",25,20 to 99 employees,96381.0,EUR European Euro,Delphi;HTML/CSS;JavaScript;PHP;SQL,Firebird;IBM DB2;MariaDB;Microsoft Access;MySQL;Oracle;SQLite,"No, and I don't plan to",,
18330,25-34 years old,Serbia,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Employed, full-time","Hybrid (some remote, some in-person)","Developer, back-end",11,500 to 999 employees,107090.0,EUR European Euro,JavaScript;Python;SQL;TypeScript,Elasticsearch;MongoDB;PostgreSQL;Redis,Yes,Favorable,Neither trust nor distrust
32355,35-44 years old,United States of America,"Associate degree (A.A., A.S., etc.)","Employed, full-time",Remote,"Developer, full-stack",11,100 to 499 employees,96000.0,USD	United States dollar,Bash/Shell (all shells);C++;Python;SQL,MySQL;PostgreSQL,"No, and I don't plan to",,
69022,25-34 years old,Germany,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Employed, full-time",In-person,Academic researcher,4,100 to 499 employees,,EUR European Euro,C++;HTML/CSS;MATLAB;Python;R,,"No, but I plan to soon",Unfavorable,Somewhat distrust
66680,45-54 years old,Czech Republic,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",Remote,"Developer, back-end",25,"Just me - I am a freelancer, sole proprietor, etc.",,CZK	Czech koruna,Java,PostgreSQL,Yes,Favorable,Somewhat distrust
87138,18-24 years old,Hungary,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Student, full-time",,,,,,,Assembly;Bash/Shell (all shells);C;C#;HTML/CSS;Java;JavaScript;PHP;Python;SQL,MySQL;SQLite,"No, and I don't plan to",,
6348,25-34 years old,Canada,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Not employed, but looking for work",,"Developer, full-stack",,,,,JavaScript;Ruby;TypeScript,,Yes,Favorable,Somewhat trust
49302,45-54 years old,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Employed, full-time",Remote,"Developer, full-stack",12,100 to 499 employees,180000.0,USD	United States dollar,C#;JavaScript;SAS;SQL;TypeScript,Dynamodb;Microsoft SQL Server;RavenDB,Yes,Very favorable,Neither trust nor distrust
38727,18-24 years old,Germany,Some college/university study without earning a degree,"Student, full-time",,,,,,,C#;TypeScript,MariaDB;Microsoft SQL Server;MongoDB;MySQL;Oracle;SQLite,"No, but I plan to soon",Indifferent,Somewhat distrust
28069,18-24 years old,Netherlands,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Not employed, but looking for work;Student, full-time",,Student,,,,,Bash/Shell (all shells);C;C++;F#;HTML/CSS;JavaScript;Rust;TypeScript,Microsoft SQL Server;MongoDB;MySQL;Neo4J,Yes,Favorable,Neither trust nor distrust
65871,25-34 years old,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Employed, full-time",Remote,"Developer, back-end",6,100 to 499 employees,85672.0,EUR European Euro,Bash/Shell (all shells);Go;Lua,Clickhouse;Redis,"No, and I don't plan to",,
16518,25-34 years old,Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Employed, full-time","Hybrid (some remote, some in-person)",Project manager,10,"10,000 or more employees",96381.0,EUR European Euro,Dart;HTML/CSS;JavaScript;SQL;TypeScript,BigQuery;MariaDB;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL,"No, but I plan to soon",Favorable,Neither trust nor distrust
44628,18-24 years old,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, part-time;Student, part-time",Remote,"Developer, full-stack",,,,,Bash/Shell (all shells);C;JavaScript;Python;SQL;TypeScript,Microsoft SQL Server;PostgreSQL;SQLite,"No, and I don't plan to",,
52868,35-44 years old,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",Remote,"Developer, full-stack",15,20 to 99 employees,,INR	Indian rupee,C#;JavaScript;PowerShell;SQL;TypeScript,Cloud Firestore;Cosmos DB;Microsoft Access;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis;SQLite,"No, but I plan to soon",Favorable,Somewhat trust
45682,18-24 years old,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time",In-person,DevOps specialist,Less than 1 year,"10,000 or more employees",87000.0,USD	United States dollar,Assembly;Bash/Shell (all shells);C;C++;Python,SQLite,Yes,Very favorable,Highly trust
73651,Under 18 years old,Romania,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Independent contractor, freelancer, or self-employed",Remote,"Developer, full-stack",2,2 to 9 employees,,RON	Romanian leu,C#;HTML/CSS;Java;JavaScript;Kotlin;PHP;Python,MySQL,Yes,Very favorable,Somewhat trust
26695,35-44 years old,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time",Remote,"Developer, full-stack",10,20 to 99 employees,150000.0,USD	United States dollar,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;Python;SQL,BigQuery;MySQL,Yes,Very favorable,Neither trust nor distrust
26793,18-24 years old,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time",Remote,Research & Development role,3,"10,000 or more employees",185000.0,USD	United States dollar,Assembly;Bash/Shell (all shells);C++;Python,,"No, and I don't plan to",,
63444,18-24 years old,Singapore,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Student, full-time",,,,,,,Bash/Shell (all shells);C;C++;Go;HTML/CSS;Java;JavaScript;Lua;MATLAB;Python;Ruby;SQL;TypeScript,Firebase Realtime Database;MongoDB;PostgreSQL,"No, and I don't plan to",,
56618,35-44 years old,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time",Remote,"Developer, full-stack",8,10 to 19 employees,200000.0,USD	United States dollar,Clojure;Rust;TypeScript,Dynamodb;Elasticsearch,Yes,Favorable,Highly distrust
1957,25-34 years old,Pakistan,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time",Remote,"Developer, full-stack",5,20 to 99 employees,,PKR	Pakistani rupee,HTML/CSS;JavaScript;Ruby;SQL;TypeScript,PostgreSQL;Redis,Yes,Favorable,Somewhat trust
66719,35-44 years old,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",Remote,Data scientist or machine learning specialist,20,"Just me - I am a freelancer, sole proprietor, etc.",186207.0,GBP	Pound sterling,Bash/Shell (all shells);HTML/CSS;JavaScript;Lua;Python;Scala;SQL,BigQuery;Elasticsearch;PostgreSQL,Yes,Favorable,Somewhat distrust
15371,45-54 years old,Serbia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time","Hybrid (some remote, some in-person)",Engineering manager,25,20 to 99 employees,96381.0,EUR European Euro,C;C#;C++;Delphi;JavaScript;Objective-C;PHP;PowerShell;Python;SQL;Swift;TypeScript;Visual Basic (.Net),Cassandra;Cloud Firestore;Elasticsearch;MariaDB;Microsoft SQL Server;MySQL;Oracle;PostgreSQL;Redis;SQLite,Yes,Favorable,Highly distrust
74280,45-54 years old,Dominican Republic,Some college/university study without earning a degree,"Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)","Developer, full-stack",24,2 to 9 employees,,DOP	Dominican peso,Delphi;SQL,Firebird;Microsoft SQL Server;SQLite,Yes,Very favorable,Somewhat trust
16459,35-44 years old,United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Employed, full-time",Remote,"Developer, mobile",18,500 to 999 employees,111724.0,GBP	Pound sterling,Dart;Kotlin;Swift,,Yes,Very favorable,Somewhat trust
11519,18-24 years old,Egypt,Some college/university study without earning a degree,"Student, full-time",,,,,,,C;C++;HTML/CSS;Java;Lua;Python,,"No, but I plan to soon",Very favorable,Neither trust nor distrust
70009,25-34 years old,United States of America,Some college/university study without earning a degree,"Employed, full-time","Hybrid (some remote, some in-person)",Other (please specify):,4,"10,000 or more employees",100000.0,USD	United States dollar,Bash/Shell (all shells);C#;C++;Dart;Groovy;HTML/CSS;Java;JavaScript;PowerShell;Python;SQL;TypeScript,InfluxDB;MariaDB;Microsoft SQL Server;MySQL;PostgreSQL;Redis;SQLite,"No, but I plan to soon",Indifferent,Somewhat distrust
36857,25-34 years old,Jordan,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time","Hybrid (some remote, some in-person)",Data or business analyst,5,"10,000 or more employees",63321.0,JOD	Jordanian dinar,Assembly;C;C#;C++;HTML/CSS;Java;JavaScript;MATLAB;Objective-C;Python;R;SQL;VBA;Visual Basic (.Net),Microsoft SQL Server,Yes,Favorable,Highly trust
77256,25-34 years old,Bulgaria,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time",Remote,"Developer, full-stack",11,100 to 499 employees,65691.0,BGN	Bulgarian lev,Flow;HTML/CSS;JavaScript;PHP;Python;Ruby;Rust;SQL;TypeScript,Firebase Realtime Database;MongoDB;MySQL;PostgreSQL;Redis;SQLite;Supabase,"No, and I don't plan to",,
60499,18-24 years old,Israel,"Associate degree (A.A., A.S., etc.)","Not employed, but looking for work;Student, full-time",,,,,,,HTML/CSS;JavaScript,Cloud Firestore;MySQL,Yes,Very favorable,Somewhat trust
29342,45-54 years old,Poland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Employed, full-time",Remote,Developer Advocate,23,"10,000 or more employees",100251.0,PLN	Polish zloty,Python;SQL,,"No, but I plan to soon",Very favorable,Neither trust nor distrust
12264,25-34 years old,Italy,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Employed, full-time","Hybrid (some remote, some in-person)","Developer, full-stack",5,"Just me - I am a freelancer, sole proprietor, etc.",,EUR European Euro,HTML/CSS;JavaScript;PowerShell;Python;Solidity;SQL;TypeScript,Couch DB;MongoDB;MySQL;PostgreSQL;Redis;SQLite,"No, and I don't plan to",,
8526,25-34 years old,Netherlands,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Employed, full-time",In-person,"Developer, back-end",8,10 to 19 employees,59970.0,EUR European Euro,Java;Scala,PostgreSQL,"No, and I don't plan to",,
61460,35-44 years old,Germany,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Employed, full-time",Remote,Academic researcher,15,100 to 499 employees,,EUR European Euro,Bash/Shell (all shells);Go;JavaScript;Python,MariaDB;PostgreSQL,Yes,Favorable,Highly distrust
12259,35-44 years old,Russian Federation,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time",Remote,"Developer, front-end",15,100 to 499 employees,61878.0,RUB	Russian ruble,HTML/CSS;JavaScript;Rust;TypeScript,,Yes,Indifferent,Highly distrust
3657,18-24 years old,United States of America,Some college/university study without earning a degree,"Employed, full-time","Hybrid (some remote, some in-person)","Developer, full-stack",2,10 to 19 employees,45000.0,USD	United States dollar,C#;Java;JavaScript;Kotlin;Lua;PowerShell;SQL,H2;Microsoft SQL Server;MySQL;SQLite,"No, and I don't plan to",,
33986,25-34 years old,United States of America,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Employed, full-time","Hybrid (some remote, some in-person)","Developer, back-end",5,"1,000 to 4,999 employees",363000.0,USD	United States dollar,Bash/Shell (all shells);Groovy;JavaScript;Python;TypeScript,Clickhouse;MySQL;Redis,"No, and I don't plan to",,
37912,25-34 years old,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time","Hybrid (some remote, some in-person)","Developer, full-stack",3,500 to 999 employees,38552.0,EUR European Euro,C;C#;Dart;Haskell;HTML/CSS;Java;JavaScript;Rust;SQL;TypeScript,MariaDB;PostgreSQL,"No, but I plan to soon",Indifferent,Somewhat distrust
55770,Under 18 years old,Germany,Something else,"Student, full-time",,,,,,,Bash/Shell (all shells);C#;C++;Java;JavaScript;Python;TypeScript,MySQL;SQLite,"No, but I plan to soon",Indifferent,Somewhat distrust
18630,18-24 years old,Algeria,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time",In-person,Security professional,,,,,Python,,Yes,Favorable,Somewhat trust
10743,35-44 years old,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Employed, full-time","Hybrid (some remote, some in-person)",Cloud infrastructure engineer,11,"10,000 or more employees",342687.0,EUR European Euro,Java;PowerShell;Python;SQL,MariaDB;PostgreSQL;SQLite,"No, and I don't plan to",,
58192,65 years or older,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time",In-person,Designer,34,"10,000 or more employees",,USD	United States dollar,Bash/Shell (all shells);Python;R,SQLite,Yes,Favorable,Somewhat distrust
65906,25-34 years old,Czech Republic,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Employed, full-time","Hybrid (some remote, some in-person)","Developer, full-stack",5,10 to 19 employees,54592.0,CZK	Czech koruna,C#;HTML/CSS;SQL;TypeScript,Cloud Firestore;Microsoft SQL Server;MongoDB,"No, and I don't plan to",,
27086,35-44 years old,Latvia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time;Independent contractor, freelancer, or self-employed",Remote,Project manager,Less than 1 year,"1,000 to 4,999 employees",,EUR European Euro,Bash/Shell (all shells);JavaScript;Python,Clickhouse;MySQL;Redis,Yes,Very favorable,Neither trust nor distrust
72802,25-34 years old,Estonia,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Independent contractor, freelancer, or self-employed",In-person,"Developer, full-stack",5,2 to 9 employees,21418.0,EUR European Euro,HTML/CSS;JavaScript,Cloud Firestore;PostgreSQL,"No, and I don't plan to",,
46833,35-44 years old,Turkey,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time","Hybrid (some remote, some in-person)","Developer, full-stack",12,20 to 99 employees,23504.0,TRY	Turkish lira,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;SQL,Microsoft SQL Server;Oracle,"No, but I plan to soon",Indifferent,Neither trust nor distrust
32374,18-24 years old,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time","Hybrid (some remote, some in-person)","Developer, desktop or enterprise applications",3,"10,000 or more employees",180000.0,USD	United States dollar,Bash/Shell (all shells);C;C#;C++;Elixir;Go;HTML/CSS;JavaScript;Rust;Swift;TypeScript,PostgreSQL;SQLite,Yes,Very favorable,Somewhat trust
10855,18-24 years old,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time",Remote,"Developer, back-end",4,20 to 99 employees,140000.0,USD	United States dollar,C++;Clojure;Elixir;Go;Haskell;HTML/CSS;JavaScript;Lisp;PHP;Rust;Scala;TypeScript,MySQL;PostgreSQL;Redis,"No, but I plan to soon",Favorable,Neither trust nor distrust
40055,18-24 years old,Spain,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Employed, full-time",In-person,"Developer, mobile",2,2 to 9 employees,22489.0,EUR European Euro,C#;HTML/CSS;Java;JavaScript;Kotlin;SQL;Swift;TypeScript,MariaDB;MySQL;PostgreSQL;SQLite,Yes,Very favorable,Somewhat trust
74288,45-54 years old,Canada,Some college/university study without earning a degree,"Employed, full-time",In-person,Research & Development role,28,20 to 99 employees,85504.0,CAD	Canadian dollar,C#;Delphi;HTML/CSS;JavaScript;Lua;PowerShell;SQL,Microsoft SQL Server;MongoDB;PostgreSQL,Yes,Very favorable,Somewhat trust
54535,35-44 years old,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time",Remote,"Developer, game or graphics",9,100 to 499 employees,70634.0,CAD	Canadian dollar,C;C++,,Yes,Favorable,Somewhat distrust
9297,18-24 years old,China,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Student, full-time",,,,,,,Bash/Shell (all shells);C;Go;Java;JavaScript;Python;SQL;TypeScript,MySQL;SQLite,Yes,Very favorable,Highly trust
81250,25-34 years old,Mexico,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed;Employed, part-time",Remote,"Developer, full-stack",8,"Just me - I am a freelancer, sole proprietor, etc.",15801.0,MXN	Mexican peso,HTML/CSS;Java;JavaScript;PHP;Python;SQL;VBA,MariaDB;MongoDB;MySQL;PostgreSQL,Yes,Very favorable,Somewhat trust
56008,25-34 years old,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Employed, full-time","Hybrid (some remote, some in-person)","Developer, back-end",2,10 to 19 employees,,EUR European Euro,HTML/CSS;PowerShell;Python,MongoDB,Yes,Very favorable,Somewhat distrust
12987,35-44 years old,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",Remote,"Developer, full-stack",14,"Just me - I am a freelancer, sole proprietor, etc.",107090.0,EUR European Euro,HTML/CSS;JavaScript;TypeScript,MongoDB,"No, but I plan to soon",Favorable,Somewhat trust
6803,Under 18 years old,Bangladesh,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Student, full-time",,,,,,,HTML/CSS;Java;Python;SQL,MySQL;SQLite,"No, and I don't plan to",,
80688,25-34 years old,Poland,Some college/university study without earning a degree,"Independent contractor, freelancer, or self-employed",Remote,"Developer, back-end",12,100 to 499 employees,95705.0,PLN	Polish zloty,Bash/Shell (all shells);Go;Python,PostgreSQL,Yes,Very favorable,Somewhat trust
68606,25-34 years old,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Employed, full-time","Hybrid (some remote, some in-person)","Developer, full-stack",9,100 to 499 employees,246306.0,EUR European Euro,Bash/Shell (all shells);C#;Elixir;F#;Go;HTML/CSS;Java;JavaScript;Kotlin;Objective-C;PHP;PowerShell;Rust;SQL;Swift;TypeScript,Cloud Firestore;Elasticsearch;MongoDB;PostgreSQL;Redis;SQLite,Yes,Indifferent,Somewhat distrust
5439,35-44 years old,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Employed, full-time","Hybrid (some remote, some in-person)","Developer, full-stack",22,20 to 99 employees,150000.0,USD	United States dollar,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;Ruby;SQL;TypeScript,Dynamodb;PostgreSQL;Redis;SQLite,Yes,Favorable,Neither trust nor distrust
6323,25-34 years old,Serbia,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Employed, full-time",In-person,System administrator,,,,,Java;MATLAB;Python,MariaDB;MySQL,"No, but I plan to soon",Indifferent,Somewhat trust
22253,35-44 years old,Italy,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Employed, full-time","Hybrid (some remote, some in-person)",Academic researcher,2,"5,000 to 9,999 employees",44978.0,EUR European Euro,C;C++;HTML/CSS;PHP;Python;R,MongoDB;MySQL;PostgreSQL;SQLite,"No, but I plan to soon",Favorable,Neither trust nor distrust
72167,25-34 years old,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Employed, full-time",Remote,"Developer, back-end",5,100 to 499 employees,85672.0,EUR European Euro,OCaml;Rust,,"No, but I plan to soon",Indifferent,Neither trust nor distrust
82218,Under 18 years old,Luxembourg,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Student, full-time",,,,,,,Assembly;C;C#;C++;HTML/CSS;JavaScript;Python;Rust;TypeScript;Zig,,Yes,Favorable,Somewhat trust
33033,18-24 years old,Sweden,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Employed, full-time","Hybrid (some remote, some in-person)","Developer, desktop or enterprise applications",2,20 to 99 employees,47545.0,SEK	Swedish krona,Bash/Shell (all shells);Haskell;Python,,"No, and I don't plan to",,
73882,18-24 years old,Germany,Some college/university study without earning a degree,"Student, full-time;Employed, part-time","Hybrid (some remote, some in-person)","Developer, full-stack",,,,,C;C#;HTML/CSS;Java;JavaScript;Python;TypeScript,Microsoft SQL Server;Oracle;PostgreSQL,Yes,Very favorable,Highly distrust
53653,18-24 years old,Cyprus,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Student, full-time;Employed, part-time",In-person,"Developer, embedded applications or devices",,,,,Assembly;C++;HTML/CSS;MATLAB;Python,,"No, and I don't plan to",,
88504,18-24 years old,Canada,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Employed, full-time",Remote,"Developer, full-stack",Less than 1 year,100 to 499 employees,56210.0,CAD	Canadian dollar,C;C++;HTML/CSS;JavaScript;Python;Rust;SQL;TypeScript,PostgreSQL;SQLite,"No, but I plan to soon",Favorable,Somewhat distrust
44418,35-44 years old,Poland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Employed, full-time",Remote,"Developer, full-stack",11,2 to 9 employees,61730.0,PLN	Polish zloty,C#;HTML/CSS;JavaScript;PowerShell;SQL,Microsoft SQL Server,Yes,Favorable,Somewhat distrust
53360,35-44 years old,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time",Remote,Research & Development role,15,2 to 9 employees,100000.0,USD	United States dollar,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;SQL;TypeScript,Cloud Firestore;Firebase Realtime Database;MySQL,Yes,Very favorable,Somewhat trust
49946,25-34 years old,Kenya,Some college/university study without earning a degree,"Employed, full-time",In-person,"Developer, back-end",5,2 to 9 employees,,KES	Kenyan shilling,Go;PHP,MariaDB;MySQL,"No, but I plan to soon",Very favorable,Somewhat trust
72696,25-34 years old,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time",Remote,"Developer, back-end",4,100 to 499 employees,,INR	Indian rupee,HTML/CSS;JavaScript;PHP;SQL,MySQL,Yes,Indifferent,Somewhat trust
32579,25-34 years old,Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time",In-person,"Developer, back-end",6,"1,000 to 4,999 employees",,EUR European Euro,Go;JavaScript;Python;SQL,BigQuery;PostgreSQL;Redis,"No, but I plan to soon",Indifferent,Neither trust nor distrust
48596,45-54 years old,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time",Remote,"Developer, full-stack",36,2 to 9 employees,91000.0,USD	United States dollar,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;SQL,MySQL;Redis,"No, but I plan to soon",Favorable,Somewhat trust
82294,25-34 years old,Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Student, full-time",,,,,,,Assembly;Bash/Shell (all shells);C++;HTML/CSS;Java;JavaScript;Kotlin;PHP;SQL,H2;MariaDB;MongoDB;MySQL;PostgreSQL;Redis,"No, and I don't plan to",,
59717,25-34 years old,Spain,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",Remote,"Developer, back-end",12,20 to 99 employees,183500.0,USD	United States dollar,Java;JavaScript;Python,MongoDB;PostgreSQL;SQLite,Yes,Indifferent,Neither trust nor distrust
63315,25-34 years old,Latvia,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Employed, full-time","Hybrid (some remote, some in-person)",Research & Development role,7,20 to 99 employees,117798.0,EUR European Euro,Assembly;Bash/Shell (all shells);C;C++;Python,,"No, and I don't plan to",,
8441,25-34 years old,China,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time",In-person,"Developer, back-end",2,20 to 99 employees,,CNY	Chinese Yuan Renminbi,C++,Microsoft SQL Server,Yes,Very favorable,Somewhat trust
25914,45-54 years old,United Kingdom of Great Britain and Northern Ireland,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Employed, full-time",Remote,Developer Advocate,11,100 to 499 employees,80317.0,EUR European Euro,Bash/Shell (all shells);HTML/CSS;JavaScript;TypeScript,Redis;SQLite,Yes,Very favorable,Neither trust nor distrust
619,35-44 years old,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time","Hybrid (some remote, some in-person)","Developer, full-stack",8,"10,000 or more employees",,INR	Indian rupee,C#;HTML/CSS;JavaScript;SQL;TypeScript,Microsoft SQL Server;MySQL,"No, but I plan to soon",Indifferent,Somewhat trust
1995,25-34 years old,Singapore,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time","Hybrid (some remote, some in-person)","Developer, desktop or enterprise applications",3,"1,000 to 4,999 employees",44467.0,SGD	Singapore dollar,Java;Python,,"No, and I don't plan to",,
39740,25-34 years old,Austria,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Employed, full-time;Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)",Product manager,10,"10,000 or more employees",117798.0,EUR European Euro,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;MATLAB;PHP;PowerShell;Python;R;SQL;VBA,BigQuery;DuckDB;Microsoft Access;Microsoft SQL Server;MySQL;Oracle;PostgreSQL;Redis;Snowflake;SQLite,Yes,Favorable,Somewhat trust
41963,18-24 years old,United States of America,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Not employed, but looking for work",,Student,,,,,HTML/CSS;JavaScript,,Yes,Indifferent,Somewhat distrust
11484,35-44 years old,Estonia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Employed, full-time","Hybrid (some remote, some in-person)","Developer, full-stack",14,20 to 99 employees,61576.0,EUR European Euro,Bash/Shell (all shells);C++;HTML/CSS;JavaScript;SQL;TypeScript,MongoDB;PostgreSQL;SQLite,Yes,Very favorable,Somewhat trust
